resourceId,resourceName,resourceType,observationText,observationType,observationPhase,observationTime,observationTimeUnits,doi,resourceId_reference
426a3531-5785-4972-83ad-d88e54d2ef7f,Nf1-/+;Trp53-/+cis,['Animal Model'],The NPcis mice were generated by crossing the Nf1 mutation and Trp53 mutation together onto the same chromosome in the mouse.,['Genetics'],NA,NA,NA,https://doi.org/10.1158/0008-5472.CAN-05-1480,426a3531-5785-4972-83ad-d88e54d2ef7f
426a3531-5785-4972-83ad-d88e54d2ef7f,Nf1-/+;Trp53-/+cis,['Animal Model'],"Loss of the wild-type copies of the Nf1 and Trp53 genes in the NPcis model occurs as a single genomic event, leading to concurrent up-regulation of Ras signaling and loss of p53 function.","['Genetics', 'Molecular Pathways']",NA,NA,NA,https://doi.org/10.1158/0008-5472.CAN-05-1480,426a3531-5785-4972-83ad-d88e54d2ef7f
441ea70d-e784-4fc0-a080-50e07acf5f05,Nf1flox/flox;Krox20-Cre,['Animal Model'],"The Nf1flox/flox;Krox20-Cre mice exhibited hyperplastic lesions in the cranial nerves, with reduced lesion frequency, size, collagen accumulation, and mast cell infiltration compared to Nf1flox/-;Krox20-Cre mice.","['Tumor incidence', 'Tumor pathology']",NA,6,months,https://doi.org/10.1126/science.1068452,441ea70d-e784-4fc0-a080-50e07acf5f05
45638793-f2d0-4c40-8b1c-be1f1b0c0f93,B6.129S2-Nf1tm1Tyj/J,['Animal Model'],"These results indicate that neuronal NF1 function is not required for survival through birth. Three to four days after birth, NF1SynIKO mice began to exhibit growth retardation that was sustained into adulthood, with a reduction in both weight and size that stabilized at around 50% of normal littermates.","['Growth rate', 'Body weight']",postnatal,3,days,https://doi.org/10.1101/gad.862101,45638793-f2d0-4c40-8b1c-be1f1b0c0f93
45756c39-61e8-48b6-ab0c-8f9ce9ad668a,Nf1Dsk9/+,Animal Model,"In Nf1Dsk9/Nf1Dsk9 embryos at E11.5, LacZ-positive cells were located more dorsally than in wild-type embryos, and colocalized with the neuronal marker Tuj1 in migratory cells, suggesting they could be melanoblasts or neuronal progenitors. The number of Dct-LacZ-positive, Tuj1-negative cells was increased 3.2-fold in Nf1Dsk9/Nf1Dsk9 embryos compared to wild-type.","['Embryonic development', 'Cell migration']",prenatal,11.5,days,https://www.doi.org/10.1038/jid.2012.240,45756c39-61e8-48b6-ab0c-8f9ce9ad668a
45756c39-61e8-48b6-ab0c-8f9ce9ad668a,Nf1Dsk9/+,Animal Model,"The Nf1Dsk9/+ mice, carrying a missense mutation in the GTPase-activating protein related domain of neurofibromin, were maintained on a mixed (C3HeB/FeJ x C57bl/6) background.",['Genetic background'],NA,NA,NA,https://doi.org/10.1371/journal.pone.0208835,45756c39-61e8-48b6-ab0c-8f9ce9ad668a
45756c39-61e8-48b6-ab0c-8f9ce9ad668a,Nf1Dsk9/+,Animal Model,"The Nf1Dsk9 mutation is a single nucleotide substitution in exon 33 of the Nf1 gene, resulting in the replacement of asparagine 1453 with lysine in the C-terminal end of the GTPase-activating protein-related domain of neurofibromin.","['Genetics', 'Molecular defect']",NA,NA,NA,https://www.doi.org/10.1038/jid.2012.240,45756c39-61e8-48b6-ab0c-8f9ce9ad668a
45756c39-61e8-48b6-ab0c-8f9ce9ad668a,Nf1Dsk9/+,Animal Model,"Adult Nf1Dsk9/+ mice exhibited increased pigmentation in the dermis compared to wild-type and Nf1tm1Par/+ mice, but not in the epidermis.","['Pigmentation', 'Skin phenotype']",adult,NA,NA,https://www.doi.org/10.1038/jid.2012.240,45756c39-61e8-48b6-ab0c-8f9ce9ad668a
45cf8733-b0c2-433e-b5fc-abd3a0748b79,PNET-2,['Cell Line'],"The PNET2 cell line is of human CNS origin and expresses NTP molecules. Preliminary studies suggested growth and differentiation responsiveness, and modulation of NTP gene expression by insulin stimulation.","['Cell line origin', 'Gene expression']",NA,NA,NA,https://www.doi.org/10.1042/bj3100125,45cf8733-b0c2-433e-b5fc-abd3a0748b79
46ea3bf7-34ca-48ab-8e55-e2eb1221c741,SK-MEL-366,Cell Line,The SK-MEL-366 cell line was used as a target cell line in cytotoxicity assays with cytotoxic T lymphocyte (CTL) clones.,['Experimental usage'],NA,NA,NA,https://www.doi.org/10.1073/pnas.86.8.2804,46ea3bf7-34ca-48ab-8e55-e2eb1221c741
46fb4411-d129-488c-83a5-c8e20176018e,Nf1flox/-;Krox20-Cre,Animal Model,"The Nf1flox/-;Krox20-Cre mice exhibited Schwann cell hyperplasia with substantial mast cell infiltration that progressed to neurofibromas, while the Nf1flox/flox;Krox20-Cre mice had a greatly reduced frequency, size and collagen accumulation of hyperplastic lesions in cranial nerves compared to Nf1flox/-;Krox20-Cre mice.","['Tumor progression', 'Histology']",postnatal,6,months,https://doi.org/10.1126/science.1068452,46fb4411-d129-488c-83a5-c8e20176018e
47f50ef0-8d59-430d-9d05-7df1a4f41c3b,Nf1Arg681*/Arg681* MEFs,['Cell Line'],"Neurofibromin was completely absent in Nf1Arg681*/Arg681* MEFs, resulting in hyperactivation of phosphorylated ERK (pERK) levels compared to wild-type controls.","['Protein expression', 'Signaling pathway']",NA,NA,NA,https://doi.org/10.1242/dmm.025783,47f50ef0-8d59-430d-9d05-7df1a4f41c3b
47f50ef0-8d59-430d-9d05-7df1a4f41c3b,Nf1Arg681*/Arg681* MEFs,['Cell Line'],"Nf1Arg681*/Arg681* mouse embryos failed to develop past embryonic day 9.5 due to cardiovascular defects, similar to Nf1 null embryos.","['Embryonic development', 'Disease phenotype']",prenatal,9.5,days,https://doi.org/10.1242/dmm.025783,47f50ef0-8d59-430d-9d05-7df1a4f41c3b
49286dfd-632c-4f62-834f-d1441e05fde5,NMB,['Cell Line'],"The NMB cell line was obtained from DMSZ (Braunschweig, Germany).",['Cell line source'],NA,NA,NA,https://www.doi.org/10.1593/tlo.13544,49286dfd-632c-4f62-834f-d1441e05fde5
49286dfd-632c-4f62-834f-d1441e05fde5,NMB,['Cell Line'],The NMB cell line showed loss of heterozygosity encompassing the NF1 region.,['Genomics'],NA,NA,NA,https://www.doi.org/10.1016/j.cell.2010.06.004,49286dfd-632c-4f62-834f-d1441e05fde5
4a550816-e561-4d4b-a25c-995ea23b8a41,KP-3,['Cell Line'],The KP-3 cell line was established from a liver metastasis of pancreatic adenosquamous carcinoma from a 75-year-old Japanese man.,['Cell line origin'],NA,NA,NA,https://doi.org/10.1111/j.1349-7006.1990.tb03336.x,4a550816-e561-4d4b-a25c-995ea23b8a41
4a550816-e561-4d4b-a25c-995ea23b8a41,KP-3,['Cell Line'],The KP-3 cell line had a population doubling time of 28.8 hours during exponential growth phase.,['Growth rate'],NA,NA,NA,https://doi.org/10.1111/j.1349-7006.1990.tb03336.x,4a550816-e561-4d4b-a25c-995ea23b8a41
4a550816-e561-4d4b-a25c-995ea23b8a41,KP-3,['Cell Line'],The KP-3 cell line was tumorigenic and formed tumors resembling the original lesion when injected subcutaneously into nude mice.,['Tumorigenicity'],NA,NA,NA,https://doi.org/10.1111/j.1349-7006.1990.tb03336.x,4a550816-e561-4d4b-a25c-995ea23b8a41
4a550816-e561-4d4b-a25c-995ea23b8a41,KP-3,['Cell Line'],The KP-3 cell line produced liver metastases after intrasplenic injection into nude mice.,['Metastasis'],NA,NA,NA,https://doi.org/10.1111/j.1349-7006.1990.tb03336.x,4a550816-e561-4d4b-a25c-995ea23b8a41
4a550816-e561-4d4b-a25c-995ea23b8a41,KP-3,['Cell Line'],A highly metastatic subline KP-3Ls was isolated from liver colonies formed after intrasplenic injection of KP-3 cells into nude mice.,"['Subline derivation', 'Metastasis']",NA,NA,NA,https://doi.org/10.1111/j.1349-7006.1990.tb03336.x,4a550816-e561-4d4b-a25c-995ea23b8a41
4a550816-e561-4d4b-a25c-995ea23b8a41,KP-3,['Cell Line'],"The KP-3 cell line exhibited a modal chromosome number of 68 based on metaphase analysis, indicating an aneuploid karyotype with many abnormal chromosomes.",['Cytogenetics'],NA,NA,NA,https://doi.org/10.1111/j.1349-7006.1990.tb03336.x,4a550816-e561-4d4b-a25c-995ea23b8a41
4a550816-e561-4d4b-a25c-995ea23b8a41,KP-3,['Cell Line'],The KP-3 cell line produced and released the carbohydrate antigen 19-9 into the spent culture medium.,['Biochemical markers'],NA,NA,NA,https://doi.org/10.1111/j.1349-7006.1990.tb03336.x,4a550816-e561-4d4b-a25c-995ea23b8a41
4adf5880-df01-4b08-aed3-11366ca77f42,SK-MEL-246,['Cell Line'],The SK-MEL-246 cell line harbors a G245S mutation in the BRAF gene.,['Genomics'],NA,NA,NA,https://www.doi.org/10.1002/humu.22556,4adf5880-df01-4b08-aed3-11366ca77f42
4adf5880-df01-4b08-aed3-11366ca77f42,SK-MEL-246,['Cell Line'],"The SK-MEL-246 cell line expresses HLA class I allospecificities A2, Bw4, and Bw6 that are shared with the SK-MEL-29 melanoma cell line.",['Immunology'],NA,NA,NA,https://doi.org/10.1073/pnas.86.8.2804,4adf5880-df01-4b08-aed3-11366ca77f42
4af69cf3-041f-46d0-8b20-cd5170ce42a7,SK-MEL-272,['Cell Line'],The SK-MEL-272 cell line was included in a panel of melanoma cell lines that were tested for expression of various cell surface antigens.,['Cell surface markers'],NA,NA,NA,https://doi.org/10.1084/jem.156.6.1755,4af69cf3-041f-46d0-8b20-cd5170ce42a7
4c655750-7b47-4cd1-bc5d-2bc6246f5e26,S462s,['Cell Line'],The S462s cell line had a highly gained region containing the PDGFRA and KIT receptors.,['Genomics'],NA,NA,NA,https://www.doi.org/10.1016/j.isci.2023.106096,4c655750-7b47-4cd1-bc5d-2bc6246f5e26
4e513b5b-dde9-424d-96ff-3dd7c90f429b,Nf1flox/mut; GFAP-Cre,['Animal Model'],"Mice with astroglial inactivation of the Nf1 tumor suppressor gene (Nf1 flox/flox; GFAP-Cre mice) developed low-grade astrocytomas with 100% penetrance, detected as early as 3 months of age, and exhibited progressive neurological dysfunction with advanced age.","['Tumor incidence', 'Neurological symptoms']",juvenile,3,months,https://doi.org/10.1158/0008-5472.CAN-05-0677,4e513b5b-dde9-424d-96ff-3dd7c90f429b
4e513b5b-dde9-424d-96ff-3dd7c90f429b,Nf1flox/mut; GFAP-Cre,['Animal Model'],"In the Nf1flox/mut; GFAP-Cre model, Nf1 inactivation occurs in neuroglial progenitors at around embryonic day 14.5.",['Genetics'],prenatal,NA,NA,https://doi.org/10.1016/j.neo.2015.10.002,4e513b5b-dde9-424d-96ff-3dd7c90f429b
4f433c0f-2c9b-41f7-9b04-ff32f524b55b,Spred1-/-,Animal Model,"Spred1-/- mice showed decreased learning and memory performance in the Morris water maze and visual-discrimination T-maze tasks, indicating deficits in hippocampus-dependent learning.","['Learning', 'Memory']",postnatal,NA,NA,https://doi.org/10.1523/JNEUROSCI.4698-08.2008,4f433c0f-2c9b-41f7-9b04-ff32f524b55b
4f433c0f-2c9b-41f7-9b04-ff32f524b55b,Spred1-/-,Animal Model,"Electrophysiological recordings on brain slices from Spred1-/- mice identified defects in short- and long-term synaptic plasticity in the hippocampal CA1 region, including impaired long-term potentiation (LTP) and enhanced long-term depression (LTD).","['Synaptic plasticity', 'LTP', 'LTD']",postnatal,NA,NA,https://doi.org/10.1523/JNEUROSCI.4698-08.2008,4f433c0f-2c9b-41f7-9b04-ff32f524b55b
4f433c0f-2c9b-41f7-9b04-ff32f524b55b,Spred1-/-,Animal Model,"Biochemical analysis after LTP induction showed increased ERK-phosphorylation in Spred1-/- hippocampal slices compared to wild-type, indicating hyperactivation of the Ras/ERK pathway.","['Biochemistry', 'Signaling pathway']",postnatal,NA,NA,https://doi.org/10.1523/JNEUROSCI.4698-08.2008,4f433c0f-2c9b-41f7-9b04-ff32f524b55b
4f433c0f-2c9b-41f7-9b04-ff32f524b55b,Spred1-/-,Animal Model,"Spred1-/- mice exhibited normal basic neuromotor abilities, sensory functions, and acute pain responses compared to wild-type littermates.","['Neuromotor function', 'Sensory function', 'Pain response']",postnatal,NA,NA,https://doi.org/10.1523/JNEUROSCI.4698-08.2008,4f433c0f-2c9b-41f7-9b04-ff32f524b55b
4f433c0f-2c9b-41f7-9b04-ff32f524b55b,Spred1-/-,Animal Model,"Spred1+/- heterozygous mice showed an intermediate level of performance between wild-type and Spred1-/- mice in the most difficult part of the T-maze visual discrimination task, suggesting potential mild deficits in hippocampus-dependent cognitive functions.","['Learning', 'Memory', 'Behavior']",postnatal,NA,NA,https://doi.org/10.1523/JNEUROSCI.4698-08.2008,4f433c0f-2c9b-41f7-9b04-ff32f524b55b
4f433c0f-2c9b-41f7-9b04-ff32f524b55b,Spred1-/-,Animal Model,Golgi-Cox staining analysis did not reveal any significant differences in spine density or the number of proximal and distal dendrites of hippocampal granule cells between Spred1-/- and wild-type mice.,['Neuroanatomy'],postnatal,NA,NA,https://doi.org/10.1523/JNEUROSCI.4698-08.2008,4f433c0f-2c9b-41f7-9b04-ff32f524b55b
4f433c0f-2c9b-41f7-9b04-ff32f524b55b,Spred1-/-,Animal Model,"During the Morris water maze acquisition trials, Spred1-/- mice displayed significantly longer distances to the target platform from day 2 onwards compared to wild-type littermates.","['Learning', 'Behavior']",postnatal,NA,NA,https://doi.org/10.1523/JNEUROSCI.4698-08.2008,4f433c0f-2c9b-41f7-9b04-ff32f524b55b
4f433c0f-2c9b-41f7-9b04-ff32f524b55b,Spred1-/-,Animal Model,Spred1-/- mice exhibited more persistent thigmotaxic (wall-hugging) swimming behavior during the first and second weeks of Morris water maze acquisition compared to wild-type and heterozygous mice.,['Behavior'],postnatal,NA,NA,https://doi.org/10.1523/JNEUROSCI.4698-08.2008,4f433c0f-2c9b-41f7-9b04-ff32f524b55b
4f433c0f-2c9b-41f7-9b04-ff32f524b55b,Spred1-/-,Animal Model,"During the probe trials of the Morris water maze, Spred1-/- mice spent less time searching in the target quadrant compared to wild-type and heterozygous mice, indicating impaired spatial memory performance.","['Memory', 'Behavior']",postnatal,NA,NA,https://doi.org/10.1523/JNEUROSCI.4698-08.2008,4f433c0f-2c9b-41f7-9b04-ff32f524b55b
4f433c0f-2c9b-41f7-9b04-ff32f524b55b,Spred1-/-,Animal Model,"Spred1-/- mice showed a disequilibrium between long-term potentiation (LTP) and long-term depression (LTD) in the hippocampal CA1 region, with impaired LTP and enhanced LTD compared to wild-type mice.","['Synaptic plasticity', 'LTP', 'LTD']",postnatal,NA,NA,https://doi.org/10.1523/JNEUROSCI.4698-08.2008,4f433c0f-2c9b-41f7-9b04-ff32f524b55b
4f433c0f-2c9b-41f7-9b04-ff32f524b55b,Spred1-/-,Animal Model,Input-output curves from electrophysiological recordings showed progressively lower field excitatory postsynaptic potential (fEPSP) slopes at stronger stimulation intensities in hippocampal slices from Spred1-/- mice compared to wild-type.,"['Electrophysiology', 'Synaptic transmission']",postnatal,NA,NA,https://doi.org/10.1523/JNEUROSCI.4698-08.2008,4f433c0f-2c9b-41f7-9b04-ff32f524b55b
4f433c0f-2c9b-41f7-9b04-ff32f524b55b,Spred1-/-,Animal Model,"Paired-pulse facilitation (PPF) values, calculated as the ratio of the second to the first fEPSP slope, showed increased facilitation in Spred1-/- mice at 10 and 20 ms interpulse intervals compared to wild-type.","['Electrophysiology', 'Synaptic transmission']",postnatal,NA,NA,https://doi.org/10.1523/JNEUROSCI.4698-08.2008,4f433c0f-2c9b-41f7-9b04-ff32f524b55b
504647eb-6b60-492a-bb51-3ab025830f51,sNF94.3,['Cell Line'],The sNF94.3 cell line is an MPNST (malignant peripheral nerve sheath tumor) cell line derived from an NF1 patient. It was established and published by M. Wallace and is available from ATCC.,"['Cell line origin', 'Depositor comment']",NA,NA,NA,https://www.doi.org/10.18632/oncotarget.25181,504647eb-6b60-492a-bb51-3ab025830f51
504647eb-6b60-492a-bb51-3ab025830f51,sNF94.3,['Cell Line'],"Cell line authentication by STR profiling showed a 100% match between sNF94.3 and the known STR profile in the ATCC database, confirming its identity.",['Cell line identity'],NA,NA,NA,https://www.doi.org/10.18632/oncotarget.25181,504647eb-6b60-492a-bb51-3ab025830f51
504d7dfe-acf9-476c-974d-e8665095afbb,Nf1tm1.1Kest,['Animal Model'],"The Nf1Arg681* allele functions as a null allele, with complete loss of neurofibromin expression and embryonic lethality when homozygous around E10, likely due to defects in cardiac development.","['Embryonic lethality', 'Protein expression']",embryonic,10,days,https://doi.org/10.1242/dmm.025783,504d7dfe-acf9-476c-974d-e8665095afbb
504d7dfe-acf9-476c-974d-e8665095afbb,Nf1tm1.1Kest,['Animal Model'],"In the appropriate genetic context with Schwann cell-specific Cre expression, Nf1Arg681* mice develop neurofibromas and sciatic nerve lesions characterized by disorganized Remak bundles and collagen deposition, recapitulating key characteristics of human neurofibromatosis type 1.","['Tumor development', 'Histopathology']",postnatal,NA,NA,https://doi.org/10.1242/dmm.025783,504d7dfe-acf9-476c-974d-e8665095afbb
504d7dfe-acf9-476c-974d-e8665095afbb,Nf1tm1.1Kest,['Animal Model'],"Compared to the previously described Nf1 exon 31/32 conditional knockout model, the Nf1Arg681* allele appears to yield a more severe phenotype with higher penetrance of neurofibroma development and more aggressive optic gliomas.","['Phenotype severity', 'Tumor progression']",postnatal,NA,NA,https://doi.org/10.1242/dmm.025783,504d7dfe-acf9-476c-974d-e8665095afbb
504d7dfe-acf9-476c-974d-e8665095afbb,Nf1tm1.1Kest,['Animal Model'],"Nf1Arg681*/Arg681* embryos exhibited effusion into the pericardial space, indicating potential cardiovascular defects.",['Embryonic phenotype'],embryonic,10.5,days,https://doi.org/10.1242/dmm.025783,504d7dfe-acf9-476c-974d-e8665095afbb
504d7dfe-acf9-476c-974d-e8665095afbb,Nf1tm1.1Kest,['Animal Model'],"Compared to the traditional Nf1 exon 31/32 knockout, optic gliomas developing in Nf1Arg681* mice showed increased microglia infiltration and higher proliferative indices, suggesting a more aggressive tumor phenotype.","['Tumor phenotype', 'Proliferation']",postnatal,NA,NA,https://doi.org/10.1242/dmm.025783,504d7dfe-acf9-476c-974d-e8665095afbb
504d7dfe-acf9-476c-974d-e8665095afbb,Nf1tm1.1Kest,['Animal Model'],"Nonsense-mediated decay of the Nf1Arg681* transcripts was observed, indicating a loss of functional neurofibromin expression from this allele.","['Gene expression', 'Protein expression']",NA,NA,NA,https://doi.org/10.1242/dmm.025783,504d7dfe-acf9-476c-974d-e8665095afbb
504d7dfe-acf9-476c-974d-e8665095afbb,Nf1tm1.1Kest,['Animal Model'],"The Nf1Arg681* allele showed notable differences in embryonic lethality compared to the previously published Nf1 exon 31/32 knockout allele, suggesting potential differences in phenotype severity.","['Embryonic lethality', 'Phenotype severity']",embryonic,NA,NA,https://doi.org/10.1242/dmm.025783,504d7dfe-acf9-476c-974d-e8665095afbb
507595f1-9243-48d9-bc56-e9a97904789b,Dhh-Cre; Nf1flox/flox; Ptenflox/flox,['Animal Model'],"The Dhh-Cre; Nf1flox/flox; Ptenflox/flox (ΔNf1/ΔPten) mice developed intercostal and paraspinal neurofibromas, enlarged brachial and lumbar sacral plexi, and an increased number of enlarged dorsal root ganglia compared to Dhh-Cre; Nf1flox/flox; Ptenflox/+ (ΔNf1/Pten-het) mice.","['Tumor incidence', 'Tumor multiplicity']",postnatal,NA,NA,https://doi.org/10.1158/0008-5472.CAN-11-4092,507595f1-9243-48d9-bc56-e9a97904789b
507595f1-9243-48d9-bc56-e9a97904789b,Dhh-Cre; Nf1flox/flox; Ptenflox/flox,['Animal Model'],The Dhh-Cre; Nf1flox/flox; Ptenflox/flox (ΔNf1/ΔPten) mice showed high-grade peripheral nerve sheath tumor initiation and progression due to upregulation of Ras/Mapk/Erk and Pi3k/Akt/mTor signaling pathways.,"['Tumor progression', 'Signaling pathways']",postnatal,NA,NA,https://doi.org/10.1158/0008-5472.CAN-11-4092,507595f1-9243-48d9-bc56-e9a97904789b
507595f1-9243-48d9-bc56-e9a97904789b,Dhh-Cre; Nf1flox/flox; Ptenflox/flox,['Animal Model'],"The Dhh-Cre; Nf1flox/flox; Ptenflox/flox mice accurately recapitulated the human neurofibromatosis type 1 disease phenotype, making it a useful model for testing pharmaceutical compounds.",['Disease modeling'],postnatal,NA,NA,https://doi.org/10.1158/0008-5472.CAN-11-4092,507595f1-9243-48d9-bc56-e9a97904789b
507595f1-9243-48d9-bc56-e9a97904789b,Dhh-Cre; Nf1flox/flox; Ptenflox/flox,['Animal Model'],"The Dhh-Cre; Nf1flox/flox; Ptenflox/flox mice began to die at 5.5 months of age, with all mice requiring sacrifice by 13 months due to severe neurological symptoms like paralysis, lethargy, weight loss and dehydration correlated with tumor formation.","['Survival', 'Neurological symptoms']",adult,5.5,months,https://doi.org/10.1016/j.ccr.2007.12.027,507595f1-9243-48d9-bc56-e9a97904789b
507595f1-9243-48d9-bc56-e9a97904789b,Dhh-Cre; Nf1flox/flox; Ptenflox/flox,['Animal Model'],"46.4% of the Dhh-Cre; Nf1flox/flox; Ptenflox/flox mice developed dermal neurofibromas, with older mice having increased numbers located mainly in the back thoracic and lumbar areas.","['Tumor incidence', 'Tumor multiplicity']",adult,NA,NA,https://doi.org/10.1016/j.ccr.2007.12.027,507595f1-9243-48d9-bc56-e9a97904789b
507595f1-9243-48d9-bc56-e9a97904789b,Dhh-Cre; Nf1flox/flox; Ptenflox/flox,['Animal Model'],The Dhh-Cre; Nf1flox/flox; Ptenflox/flox mice exhibited enlarged peripheral and cranial nerve trunks and nerve roots in every animal.,['Neurological phenotype'],adult,NA,NA,https://doi.org/10.1016/j.ccr.2007.12.027,507595f1-9243-48d9-bc56-e9a97904789b
507595f1-9243-48d9-bc56-e9a97904789b,Dhh-Cre; Nf1flox/flox; Ptenflox/flox,['Animal Model'],"Most large plexiform tumors in the Dhh-Cre; Nf1flox/flox; Ptenflox/flox mice were located close to the dorsal root ganglia, predominantly at lower cervical or upper thoracic levels, accounting for the paralysis phenotype.","['Tumor location', 'Neurological symptoms']",adult,NA,NA,https://doi.org/10.1016/j.ccr.2007.12.027,507595f1-9243-48d9-bc56-e9a97904789b
52351388-ba1f-4cf8-a03a-23b941d4408e,Nf1E1 Drosophila,['Animal Model'],"Drosophila Nf1E1 mutants exhibited reduced pupal size, approximately 15-20% smaller than wild-type controls.",['Body size'],pupal,NA,NA,https://doi.org/10.1101/gad.1466806,52351388-ba1f-4cf8-a03a-23b941d4408e
52351388-ba1f-4cf8-a03a-23b941d4408e,Nf1E1 Drosophila,['Animal Model'],Nf1E1 mutant wing imaginal disc cells were 86% the size of wild-type cells based on forward scatter analysis.,['Cell size'],larval,NA,NA,https://doi.org/10.1101/gad.1466806,52351388-ba1f-4cf8-a03a-23b941d4408e
52351388-ba1f-4cf8-a03a-23b941d4408e,Nf1E1 Drosophila,['Animal Model'],"Nf1E1 mutants exhibited excessive spontaneous grooming behavior in adult flies, with increased grooming frequency and duration compared to controls.",['Behavior'],adult,NA,NA,https://doi.org/10.1371/journal.pgen.1008920,52351388-ba1f-4cf8-a03a-23b941d4408e
52351388-ba1f-4cf8-a03a-23b941d4408e,Nf1E1 Drosophila,['Animal Model'],Nf1E1 mutant wing imaginal disc cells exhibited no obvious differences in cell cycle phasing compared to wild-type controls based on FACS analysis of propidium iodide staining.,['Cell cycle'],larval,NA,NA,https://doi.org/10.1101/gad.1466806,52351388-ba1f-4cf8-a03a-23b941d4408e
52351388-ba1f-4cf8-a03a-23b941d4408e,Nf1E1 Drosophila,['Animal Model'],The Nf1E1 allele is a nonsense mutation that truncates the Nf1 protein upstream of the GRD (GAP-related domain).,['Genetics'],NA,NA,NA,https://doi.org/10.1371/journal.pgen.1008920,52351388-ba1f-4cf8-a03a-23b941d4408e
52351388-ba1f-4cf8-a03a-23b941d4408e,Nf1E1 Drosophila,['Animal Model'],"Expressing a wild-type Nf1 transgene in the Nf1E1 mutant background reduced excessive grooming behavior to control levels, but expressing a Nf1 transgene with the R1320P mutation in the GRD failed to rescue the grooming phenotype.",['Rescue experiment'],adult,NA,NA,https://doi.org/10.1371/journal.pgen.1008920,52351388-ba1f-4cf8-a03a-23b941d4408e
52351388-ba1f-4cf8-a03a-23b941d4408e,Nf1E1 Drosophila,['Animal Model'],The Nf1E1/Nf1E2 heteroallelic combination was chosen to circumvent lethality of the Nf1E1 mutation and facilitate introduction of transgenic rescue constructs.,['Genetics'],NA,NA,NA,https://doi.org/10.1371/journal.pgen.1008920,52351388-ba1f-4cf8-a03a-23b941d4408e
52351388-ba1f-4cf8-a03a-23b941d4408e,Nf1E1 Drosophila,['Animal Model'],Wing imaginal disc cells from Nf1E1 mutants exhibited increased cell density in both the anterior (6.6 x 10^3 cells/mm2) and posterior (6.2 x 10^3 cells/mm2) compartments compared to wild-type controls (5.9 x 10^3 and 5.4 x 10^3 cells/mm2 respectively).,['Cell density'],larval,NA,NA,https://doi.org/10.1101/gad.1466806,52351388-ba1f-4cf8-a03a-23b941d4408e
5502caf5-4cf1-418f-bf50-164cfa316b0f,hTERT NF1 ipNF05.5,['Cell Line'],"The hTERT NF1 ipNF05.5 cell line was immortalized by transducing primary Schwann cells from a plexiform neurofibroma of an NF1 patient with both hTERT and mCdk4, allowing the cells to overcome replicative senescence.","['Cell line derivation', 'Immortalization']",NA,NA,NA,https://doi.org/10.1038/labinvest.2016.88,5502caf5-4cf1-418f-bf50-164cfa316b0f
5502caf5-4cf1-418f-bf50-164cfa316b0f,hTERT NF1 ipNF05.5,['Cell Line'],"The hTERT NF1 ipNF05.5 cell line was derived from a plexiform neurofibroma of an NF1 patient and is considered a two-hit NF1-null tumor cell line, having lost both the germline and somatic NF1 alleles.","['Genetics', 'NF1 mutation status']",NA,NA,NA,https://doi.org/10.1016/j.expneurol.2017.10.012,5502caf5-4cf1-418f-bf50-164cfa316b0f
5502caf5-4cf1-418f-bf50-164cfa316b0f,hTERT NF1 ipNF05.5,['Cell Line'],"Single cell clones could be derived from the hTERT NF1 ipNF05.5 cell line, and a mixed clone population was generated by combining 6 individual clones isolated at an early passage.",['Cloning'],NA,NA,NA,https://doi.org/10.1038/labinvest.2016.88,5502caf5-4cf1-418f-bf50-164cfa316b0f
5502caf5-4cf1-418f-bf50-164cfa316b0f,hTERT NF1 ipNF05.5,['Cell Line'],The hTERT NF1 ipNF05.5 cell line exhibited a highly gained genomic region on chromosome 4 containing the PDGFRA and KIT receptor genes.,['Genomics'],NA,NA,NA,https://doi.org/10.1016/j.isci.2023.106096,5502caf5-4cf1-418f-bf50-164cfa316b0f
5502caf5-4cf1-418f-bf50-164cfa316b0f,hTERT NF1 ipNF05.5,['Cell Line'],"The hTERT NF1 ipNF05.5 cell line was derived from the same NF1 patient as the ipnNF09.4 cell line, which is an immortalized normal nerve Schwann cell line heterozygous for the NF1 mutation.","['Cell line derivation', 'Genetics']",NA,NA,NA,https://doi.org/10.1038/labinvest.2016.88,5502caf5-4cf1-418f-bf50-164cfa316b0f
5502caf5-4cf1-418f-bf50-164cfa316b0f,hTERT NF1 ipNF05.5,['Cell Line'],"The hTERT NF1 ipNF05.5 cell line was found to have lost the wild-type NF1 allele, with no evidence of a normal NF1 allele remaining based on mutation analysis.","['Genetics', 'NF1 mutation status']",NA,NA,NA,https://doi.org/10.1016/j.expneurol.2017.10.012,5502caf5-4cf1-418f-bf50-164cfa316b0f
57625a6e-c039-418e-8e22-db464f8aa827,Nf1+/ex42del pig,['Animal Model'],"Dorsal root ganglion (DRG) cultures from NF1+/ex42del pigs showed augmented calcium influx compared to wildtype pigs upon depolarization, which could be reduced by treatment with the CRMP2 inhibitor (S)-LCM.","['Electrophysiology', 'Pharmacology']",NA,NA,NA,https://doi.org/10.1097/j.pain.0000000000001648,57625a6e-c039-418e-8e22-db464f8aa827
